Date,AAPL,AMZN,BAC,CVX,DIS,GOOGL,IBM,JNJ,JPM,KO,MA,META,MSFT,NFLX,NVDA,PFE,TSLA,V,WMT,XOM,^GSPC
2022-11-01,145.7295684814453,96.54000091552734,34.9632568359375,162.15415954589844,96.26519012451172,100.29823303222656,132.61212158203125,162.46542358398438,128.95809936523438,58.56398391723633,350.651611328125,117.45563507080078,248.94711303710938,305.5299987792969,16.90269660949707,42.5201301574707,194.6999969482422,212.0966033935547,48.897308349609375,100.49625396728516,4080.110107421875
2022-12-01,128.12303161621094,84.0,30.59400749206543,160.00320434570312,85.45539093017578,87.62564086914062,126.97442626953125,162.27392578125,125.15038299560547,58.979331970214844,342.1214599609375,119.68341064453125,234.65841674804688,294.8800048828125,14.600198745727539,43.834136962890625,123.18000030517578,203.51922607421875,45.48713302612305,100.3590087890625,3839.5
2023-01-01,142.28335571289062,103.12999725341797,32.96561813354492,155.1271209716797,106.71104431152344,98.16295623779297,121.42282104492188,150.12062072753906,130.61936950683594,56.85603713989258,364.62261962890625,148.15721130371094,242.4764404296875,353.8599853515625,19.51854705810547,37.777427673339844,173.22000122070312,225.51101684570312,46.32839584350586,105.55438995361328,4076.60009765625
2023-02-01,145.35995483398438,94.2300033569336,31.869251251220703,143.3155975341797,97.97665405273438,89.44310760498047,116.52912902832031,140.78744506835938,134.77130126953125,55.177799224853516,350.1268615722656,173.98550415039062,244.0518035888672,322.1300048828125,23.194076538085938,35.02492141723633,205.7100067138672,215.4506378173828,45.76809310913086,100.0041732788086,3970.14990234375
2023-03-01,162.85499572753906,103.29000091552734,26.57319450378418,146.73191833496094,98.48812866210938,103.01946258544922,119.59349822998047,143.4099578857422,122.51165008544922,57.51435470581055,358.1288146972656,210.78363037109375,282.801513671875,345.4800109863281,27.750764846801758,35.22348403930664,207.4600067138672,221.29054260253906,47.48121643066406,100.54447174072266,4109.31005859375
2023-04-01,167.57571411132812,105.44999694824219,27.381450653076172,151.60618591308594,100.81926727294922,106.604736328125,115.32393646240234,151.45941162109375,129.9671173095703,59.93626022338867,374.50732421875,239.00877380371094,301.3999938964844,329.92999267578125,27.727500915527344,33.57454299926758,164.30999755859375,228.4261016845703,48.813968658447266,108.50293731689453,4169.47998046875
2023-05-01,175.0518341064453,120.58000183105469,25.988067626953125,135.4545135498047,86.51769256591797,122.02835845947266,117.31273651123047,143.46546936035156,128.58984375,55.74119186401367,360.2797546386719,263.2756652832031,322.1269836425781,395.2300109863281,37.8046875,32.823455810546875,203.92999267578125,216.94244384765625,47.48829650878906,93.68624877929688,4179.830078125
2023-06-01,191.8294677734375,130.36000061035156,26.829708099365234,142.89260864257812,87.8160400390625,118.88007354736328,123.73950958251953,154.2987823486328,137.809326171875,56.2644157409668,388.1925048828125,285.4142150878906,334.77545166015625,440.489990234375,42.269222259521484,32.00925827026367,261.7699890136719,233.54266357421875,51.01493835449219,99.1880874633789,4450.3798828125
2023-07-01,194.28208923339844,133.67999267578125,30.163875579833984,148.6228485107422,87.43244171142578,131.81089782714844,133.32908630371094,156.17254638671875,149.67245483398438,58.30275344848633,389.1597900390625,316.8616638183594,330.2336730957031,438.9700012207031,46.697628021240234,31.468212127685547,267.42999267578125,233.7885284423828,51.884765625,99.17884063720703,4588.9599609375
2023-08-01,185.7967529296875,138.00999450683594,27.024946212768555,146.29803466796875,82.30787658691406,135.2372589111328,135.77963256835938,150.7191162109375,139.6048583984375,56.32575988769531,407.870361328125,294.2756042480469,322.21185302734375,433.67999267578125,49.32186508178711,31.218786239624023,258.0799865722656,241.60670471191406,52.77731704711914,102.83191680908203,4507.66015625
2023-09-01,169.5492706298828,127.12000274658203,26.0240421295166,154.59869384765625,79.72100067138672,129.963623046875,131.23411560058594,146.2452850341797,138.3550567626953,52.70124053955078,391.333740234375,298.5719909667969,311.06231689453125,377.6000061035156,43.46979522705078,29.26871109008789,250.22000122070312,226.62185668945312,52.09201431274414,109.63298797607422,4288.0498046875
2023-10-01,169.11354064941406,133.08999633789062,25.035547256469727,133.61209106445312,80.25213623046875,123.23006439208984,135.29367065429688,139.28749084472656,132.66897583007812,53.60330581665039,371.9998474121094,299.626220703125,333.09033203125,411.69000244140625,40.75597381591797,26.965688705444336,200.83999633789062,231.63690185546875,53.225521087646484,98.69579315185547,4193.7998046875
2023-11-01,188.10751342773438,146.08999633789062,28.980022430419922,131.6592254638672,91.17012786865234,131.62217712402344,148.31419372558594,145.2218017578125,150.00550842285156,55.45365905761719,409.6395568847656,325.36505126953125,373.28460693359375,473.9700012207031,46.74244689941406,26.886272430419922,240.0800018310547,252.89901733398438,50.71097183227539,95.7959976196289,4567.7998046875
2023-12-01,190.91366577148438,151.94000244140625,32.257957458496094,138.19044494628906,88.80948638916016,138.73313903808594,154.71673583984375,148.35348510742188,163.47987365722656,56.3638801574707,422.1911926269531,352.02874755859375,371.2091369628906,486.8800048828125,49.492828369140625,25.74637222290039,248.47999572753906,257.0610656738281,51.3493766784668,94.07499694824219,4769.830078125
2024-01-01,182.85189819335938,155.1999969482422,32.583702087402344,136.587646484375,94.7829360961914,139.1403350830078,173.74061584472656,150.39788818359375,167.5740509033203,56.89949417114258,444.68109130859375,388.0113220214844,392.4724426269531,564.1099853515625,61.49617004394531,24.217151641845703,187.2899932861328,269.8079528808594,54.024742126464844,96.73785400390625,4845.64990234375
2024-02-01,179.2325439453125,176.75999450683594,33.07231521606445,140.83084106445312,110.10807037353516,137.51156616210938,175.03660583496094,152.7451934814453,179.92135620117188,57.40641403198242,470.6932678222656,487.4557800292969,408.32611083984375,602.9199829101562,79.07234954833984,24.109554290771484,201.8800048828125,279.06951904296875,57.4836311340332,98.34686279296875,5096.27001953125
2024-03-01,170.25735473632812,180.3800048828125,36.58564376831055,147.7340850830078,120.74586486816406,149.89614868164062,182.29327392578125,150.8627166748047,193.69155883789062,58.51590347290039,477.4449157714844,483.4429931640625,416.0831604003906,607.3300170898438,90.31072235107422,25.18976593017578,175.7899932861328,276.0682373046875,59.01365661621094,110.3911361694336,5254.35009765625
2024-04-01,169.11557006835938,175.0,35.707664489746094,151.04017639160156,109.6343994140625,161.6649932861328,158.65699768066406,137.8926544189453,185.41397094726562,59.552772521972656,447.3350830078125,428.27685546875,385.03912353515625,550.6400146484375,86.36275482177734,23.25628089904785,183.27999877929688,265.71124267578125,58.40766906738281,112.3189926147461,5035.68994140625
2024-05-01,190.87925720214844,176.44000244140625,38.58280563354492,152.00482177734375,102.53924560546875,171.3184051513672,159.27749633789062,139.8762969970703,197.08763122558594,60.671138763427734,443.85443115234375,464.7755432128906,410.5547790527344,641.6199951171875,109.58319854736328,26.01580810546875,178.0800018310547,269.5196838378906,64.71588897705078,111.35982513427734,5277.509765625
2024-06-01,209.40191650390625,193.25,38.37054443359375,147.97714233398438,97.98019409179688,180.90231323242188,166.7395782470703,140.51669311523438,196.7277374267578,61.36529541015625,437.9869079589844,502.0009765625,442.82135009765625,674.8800048828125,123.48387145996094,25.781574249267578,197.8800048828125,260.1180114746094,66.86557006835938,110.21549987792969,5460.47998046875
2024-07-01,220.795654296875,186.97999572753906,39.12808609008789,151.80853271484375,92.45407104492188,170.5605010986328,185.24050903320312,151.7553253173828,206.97947692871094,64.84364318847656,460.37469482421875,473.2096862792969,414.4855651855469,628.3499755859375,116.97643280029297,28.14043426513672,232.07000732421875,263.28936767578125,67.78398132324219,113.53765869140625,5522.2998046875
2024-08-01,227.67564392089844,178.5,39.55518341064453,139.9643096923828,89.59919738769531,162.44711303710938,194.8717803955078,159.45603942871094,219.86280822753906,70.41083526611328,480.5743103027344,519.5311279296875,413.2867126464844,701.3499755859375,119.32557678222656,27.107894897460938,214.11000061035156,273.8934326171875,76.26685333251953,112.91536712646484,5648.39990234375
2024-09-01,231.92063903808594,186.3300018310547,38.51655578613281,140.8802947998047,95.35901641845703,164.9029998779297,215.00547790527344,156.98533630371094,206.22897338867188,69.81816864013672,490.9744567871094,570.486572265625,427.0935363769531,709.27001953125,121.39480590820312,27.042484283447266,261.6300048828125,273.0326232910156,79.97025299072266,113.12955474853516,5762.47998046875
2024-10-01,224.8634796142578,186.39999389648438,40.858463287353516,142.363037109375,95.3689193725586,170.3587188720703,201.0400390625,154.854248046875,217.04605102539062,63.88929748535156,496.7312927246094,566.1828002929688,403.3220520019531,756.030029296875,132.72193908691406,26.44444465637207,249.85000610351562,287.8287048339844,81.15865325927734,112.70491027832031,5705.4501953125
2024-11-01,236.23057556152344,207.88999938964844,46.417640686035156,154.9042205810547,116.45516967773438,168.2082061767578,221.1615447998047,150.1560821533203,245.732177734375,62.686058044433594,530.5950317382812,572.90625,420.3045654296875,886.8099975585938,138.2103729248047,24.491479873657227,345.1600036621094,312.88275146484375,91.60678100585938,113.84371948242188,6032.3798828125
2024-12-01,249.5341796875,219.38999938964844,42.93949508666992,139.96910095214844,110.3880386352539,188.46885681152344,215.4747314453125,141.21551513671875,235.8820343017578,61.36758804321289,524.2530517578125,584.0686645507812,419.196533203125,891.3200073242188,134.2515106201172,25.175559997558594,403.8399963378906,314.4327392578125,89.47754669189453,104.66935729980469,5881.6298828125
2025-01-01,235.16519165039062,237.67999267578125,45.487091064453125,144.1728057861328,112.57991027832031,203.35702514648438,250.63406372070312,148.56825256347656,263.03143310546875,62.57010269165039,552.9860229492188,688.0379638671875,412.7917785644531,976.760009765625,120.04385375976562,25.16607093811035,404.6000061035156,340.06170654296875,97.42752075195312,103.9493179321289,6040.52978515625
2025-02-01,240.98452758789062,212.27999877929688,45.29059982299805,153.2856903076172,113.3167724609375,169.7266387939453,247.4386444091797,161.13528442382812,261.76873779296875,70.18930053710938,574.6198120117188,667.0927734375,394.82049560546875,980.5599975585938,124.89279174804688,25.495302200317383,292.9800109863281,360.8653564453125,97.87415313720703,108.3279800415039,5954.5
2025-03-01,221.58761596679688,190.25999450683594,40.99733352661133,163.45724487304688,98.28089141845703,154.13748168945312,245.3573455810547,163.23220825195312,242.62942504882812,70.59343719482422,546.5125732421875,575.4049072265625,374.087158203125,932.530029296875,108.35639953613281,24.443849563598633,259.1600036621094,349.26434326171875,87.13490295410156,116.75814819335938,5611.85009765625
2025-04-01,211.9811248779297,184.4199981689453,39.427066802978516,132.9427490234375,90.56379699707031,158.4662628173828,238.60818481445312,153.85206604003906,241.95681762695312,72.03781127929688,546.4526977539062,548.577880859375,393.88818359375,1131.719970703125,108.90629577636719,23.54673957824707,282.1600036621094,344.3212890625,96.78937530517578,103.7010269165039,5569.06005859375
2025-05-01,200.3595733642578,205.00999450683594,43.6287956237793,133.56808471679688,112.55999755859375,171.37905883789062,255.61920166015625,152.76937866210938,262.7342529296875,71.59098815917969,584.8087158203125,646.9921875,458.76220703125,1207.22998046875,135.11300659179688,22.659273147583008,346.4599914550781,363.9441223144531,98.25241088867188,100.43184661865234,5911.68994140625
2025-06-01,204.93740844726562,219.38999938964844,46.78256607055664,141.61355590820312,123.4834213256836,175.85963439941406,292.80035400390625,151.63697814941406,288.52001953125,70.25051879882812,561.1806640625,737.5225830078125,496.5936584472656,1339.1300048828125,157.97012329101562,23.828828811645508,317.6600036621094,354.4263610839844,97.55215454101562,106.8061294555664,6204.9501953125
2025-07-01,207.33470153808594,234.11000061035156,47.00852966308594,149.97052001953125,119.11000061035156,191.728515625,251.4499053955078,163.53961181640625,294.81964111328125,67.88999938964844,565.7045288085938,773.4400024414062,532.6243896484375,1159.4000244140625,177.85997009277344,22.894943237304688,308.2699890136719,344.8631896972656,97.75169372558594,110.61072540283203,6339.39013671875
2025-08-01,231.87684631347656,229.0,50.45933532714844,158.83187866210938,118.37999725341797,212.71974182128906,241.85479736328125,175.8790283203125,301.4200134277344,68.98999786376953,595.2899780273438,738.7000122070312,505.8584289550781,1208.25,174.170166015625,24.760000228881836,333.8699951171875,351.162109375,96.75402069091797,113.23629760742188,6460.259765625
2025-09-01,236.14999389648438,231.2799072265625,50.60499954223633,157.50999450683594,115.49500274658203,248.8300018310547,257.05499267578125,177.33999633789062,308.739990234375,66.375,583.7000122070312,766.1500244140625,511.8399963378906,1204.8701171875,177.2449951171875,23.80500030517578,417.3900146484375,339.7200012207031,103.75499725341797,112.25,6609.5498046875
